Realization,utility,infra.,period,UniqueCount
Path 165 {139},3,12,30's - 34's,31
Path 165 {155},3,12,45's - 49's,3
Path 165 {196},3,9,20's - 24's,7
Path 165 {377},3,20,45's - 49's,1
Path 166 {0},3,20,15's - 19's,72
Path 166 {0},3,9,45's - 49's,16
Path 166 {3},3,20,35's - 39's,38
Path 166 {4},3,20,20's - 24's,172
Path 166 {4},3,9,30's - 34's,89
Path 166 {4},3,12,40's - 44's,16
Path 166 {6},3,20,40's - 44's,40
Path 166 {7},3,20,25's - 29's,88
Path 166 {20},3,9,40's - 44's,24
Path 166 {40},3,12,35's - 39's,35
Path 166 {42},3,20,30's - 34's,58
Path 166 {53},3,12,45's - 49's,2
Path 166 {57},3,9,25's - 29's,31
Path 166 {62},3,9,35's - 39's,28
Path 166 {79},3,20,45's - 49's,11
Path 166 {136},3,12,30's - 34's,10
Path 167 {0},3,20,10's - 14's,81
Path 167 {0},3,9,25's - 29's,144
Path 167 {0},3,12,35's - 39's,52
Path 167 {3},3,20,30's - 34's,76
Path 167 {3},3,9,35's - 39's,62
Path 167 {4},3,20,20's - 24's,121
Path 167 {4},3,12,30's - 34's,102
Path 167 {5},3,20,15's - 19's,263
Path 167 {7},3,20,25's - 29's,112
Path 167 {7},3,9,30's - 34's,100
Path 167 {10},3,12,45's - 49's,10
Path 167 {17},3,12,40's - 44's,45
Path 167 {21},3,9,45's - 49's,13
Path 167 {31},3,20,35's - 39's,43
Path 167 {40},3,9,20's - 24's,56
Path 167 {40},3,12,25's - 29's,24
Path 167 {74},3,20,40's - 44's,40
Path 167 {79},3,9,40's - 44's,53
Path 167 {166},3,20,45's - 49's,4
